transaction_id,customer_id,timestamp,channel,product_id,product_name,department,aisle,price
TXN_00016,CUST_0259,2025-12-23 03:30:06.415779,online,9,Cheddar Cheese,Dairy,Cheese,6.99
TXN_00016,CUST_0494,2025-12-23 03:30:06.415779,online,8,Greek Yogurt,Dairy,Yogurt,5.99
TXN_00016,CUST_0212,2025-12-23 03:30:06.415779,online,1,Organic Bananas,Produce,Fruit,0.69
TXN_00016,CUST_0445,2025-12-23 03:30:06.415779,online,10,Basmati Rice,Pantry,Rice,8.99
TXN_00016,CUST_0017,2025-12-23 03:30:06.415779,online,2,Organic Strawberries,Produce,Fruit,4.99
TXN_00017,CUST_0259,2025-12-18 16:30:06.415779,offline,21,Coffee,Beverages,Coffee,12.99
TXN_00017,CUST_0422,2025-12-18 16:30:06.415779,offline,6,Whole Milk,Dairy,Milk,3.99
TXN_00017,CUST_0344,2025-12-18 16:30:06.415779,offline,12,Pasta,Pantry,Pasta,2.99
TXN_00017,CUST_0207,2025-12-18 16:30:06.415779,offline,15,Toor Dal,Pantry,Pulses,4.99
TXN_00017,CUST_0481,2025-12-18 16:30:06.415779,offline,17,Sugar,Pantry,Baking,3.49
TXN_00018,CUST_0194,2025-08-27 16:30:06.416901,online,20,Orange Juice,Beverages,Juice,4.99
TXN_00018,CUST_0192,2025-08-27 16:30:06.416901,online,13,Eggs,Dairy,Eggs,4.99
TXN_00018,CUST_0249,2025-08-27 16:30:06.416901,online,12,Pasta,Pantry,Pasta,2.99
TXN_00019,CUST_0362,2025-12-11 17:30:06.417890,offline,21,Coffee,Beverages,Coffee,12.99
TXN_00019,CUST_0164,2025-12-11 17:30:06.417890,offline,6,Whole Milk,Dairy,Milk,3.99
TXN_00019,CUST_0047,2025-12-11 17:30:06.417890,offline,13,Eggs,Dairy,Eggs,4.99
TXN_00019,CUST_0162,2025-12-11 17:30:06.417890,offline,17,Sugar,Pantry,Baking,3.49
TXN_00020,CUST_0335,2025-09-06 17:30:06.417890,online,11,Whole Wheat Bread,Bakery,Bread,3.49
TXN_00020,CUST_0164,2025-09-06 17:30:06.417890,online,8,Greek Yogurt,Dairy,Yogurt,5.99
TXN_00020,CUST_0094,2025-09-06 17:30:06.417890,online,1,Organic Bananas,Produce,Fruit,0.69
TXN_00020,CUST_0216,2025-09-06 17:30:06.417890,online,2,Organic Strawberries,Produce,Fruit,4.99
TXN_00020,CUST_0092,2025-09-06 17:30:06.417890,online,14,Chicken Breast,Meat,Poultry,8.99
TXN_00020,CUST_0448,2025-09-06 17:30:06.417890,online,17,Sugar,Pantry,Baking,3.49
TXN_00021,CUST_0125,2026-01-04 23:30:06.418895,online,21,Coffee,Beverages,Coffee,12.99
TXN_00021,CUST_0252,2026-01-04 23:30:06.418895,online,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00021,CUST_0092,2026-01-04 23:30:06.418895,online,12,Pasta,Pantry,Pasta,2.99
TXN_00021,CUST_0266,2026-01-04 23:30:06.418895,online,16,Olive Oil,Pantry,Oils,9.99
TXN_00021,CUST_0475,2026-01-04 23:30:06.418895,online,15,Toor Dal,Pantry,Pulses,4.99
TXN_00021,CUST_0100,2026-01-04 23:30:06.418895,online,14,Chicken Breast,Meat,Poultry,8.99
TXN_00022,CUST_0251,2025-10-02 06:30:06.419781,online,3,Organic Baby Spinach,Produce,Vegetables,3.99
TXN_00022,CUST_0022,2025-10-02 06:30:06.419781,online,9,Cheddar Cheese,Dairy,Cheese,6.99
TXN_00022,CUST_0409,2025-10-02 06:30:06.419781,online,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00022,CUST_0211,2025-10-02 06:30:06.419781,online,14,Chicken Breast,Meat,Poultry,8.99
TXN_00023,CUST_0210,2026-01-09 21:30:06.420890,online,21,Coffee,Beverages,Coffee,12.99
TXN_00023,CUST_0117,2026-01-09 21:30:06.420890,online,8,Greek Yogurt,Dairy,Yogurt,5.99
TXN_00023,CUST_0449,2026-01-09 21:30:06.420890,online,1,Organic Bananas,Produce,Fruit,0.69
TXN_00023,CUST_0279,2026-01-09 21:30:06.420890,online,10,Basmati Rice,Pantry,Rice,8.99
TXN_00023,CUST_0076,2026-01-09 21:30:06.420890,online,2,Organic Strawberries,Produce,Fruit,4.99
TXN_00024,CUST_0379,2025-07-26 22:30:06.421880,online,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00024,CUST_0059,2025-07-26 22:30:06.421880,online,12,Pasta,Pantry,Pasta,2.99
TXN_00024,CUST_0181,2025-07-26 22:30:06.421880,online,8,Greek Yogurt,Dairy,Yogurt,5.99
TXN_00024,CUST_0392,2025-07-26 22:30:06.421880,online,2,Organic Strawberries,Produce,Fruit,4.99
TXN_00024,CUST_0169,2025-07-26 22:30:06.421880,online,18,Salt,Pantry,Spices,1.99
TXN_00024,CUST_0399,2025-07-26 22:30:06.421880,online,19,Black Pepper,Pantry,Spices,4.99
TXN_00025,CUST_0366,2025-07-28 05:30:06.422888,online,21,Coffee,Beverages,Coffee,12.99
TXN_00025,CUST_0386,2025-07-28 05:30:06.422888,online,6,Whole Milk,Dairy,Milk,3.99
TXN_00025,CUST_0164,2025-07-28 05:30:06.422888,online,17,Sugar,Pantry,Baking,3.49
TXN_00025,CUST_0076,2025-07-28 05:30:06.422888,online,3,Organic Baby Spinach,Produce,Vegetables,3.99
TXN_00026,CUST_0253,2025-09-25 06:30:06.422888,online,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00026,CUST_0248,2025-09-25 06:30:06.422888,online,12,Pasta,Pantry,Pasta,2.99
TXN_00026,CUST_0155,2025-09-25 06:30:06.422888,online,13,Eggs,Dairy,Eggs,4.99
TXN_00026,CUST_0034,2025-09-25 06:30:06.422888,online,16,Olive Oil,Pantry,Oils,9.99
TXN_00026,CUST_0391,2025-09-25 06:30:06.422888,online,1,Organic Bananas,Produce,Fruit,0.69
TXN_00026,CUST_0164,2025-09-25 06:30:06.422888,online,14,Chicken Breast,Meat,Poultry,8.99
TXN_00027,CUST_0026,2025-11-26 23:30:06.423888,online,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00027,CUST_0317,2025-11-26 23:30:06.423888,online,18,Salt,Pantry,Spices,1.99
TXN_00027,CUST_0201,2025-11-26 23:30:06.423888,online,3,Organic Baby Spinach,Produce,Vegetables,3.99
TXN_00027,CUST_0111,2025-11-26 23:30:06.423888,online,2,Organic Strawberries,Produce,Fruit,4.99
TXN_00027,CUST_0465,2025-11-26 23:30:06.423888,online,14,Chicken Breast,Meat,Poultry,8.99
TXN_00028,CUST_0311,2025-10-10 23:30:06.424899,online,3,Organic Baby Spinach,Produce,Vegetables,3.99
TXN_00028,CUST_0370,2025-10-10 23:30:06.424899,online,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00028,CUST_0491,2025-10-10 23:30:06.424899,online,14,Chicken Breast,Meat,Poultry,8.99
TXN_00028,CUST_0162,2025-10-10 23:30:06.424899,online,17,Sugar,Pantry,Baking,3.49
TXN_00029,CUST_0293,2025-12-18 21:30:06.424899,online,10,Basmati Rice,Pantry,Rice,8.99
TXN_00029,CUST_0065,2025-12-18 21:30:06.424899,online,13,Eggs,Dairy,Eggs,4.99
TXN_00029,CUST_0133,2025-12-18 21:30:06.424899,online,15,Toor Dal,Pantry,Pulses,4.99
TXN_00029,CUST_0014,2025-12-18 21:30:06.424899,online,16,Olive Oil,Pantry,Oils,9.99
TXN_00030,CUST_0384,2025-08-02 23:30:06.424899,online,10,Basmati Rice,Pantry,Rice,8.99
TXN_00030,CUST_0025,2025-08-02 23:30:06.424899,online,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00030,CUST_0189,2025-08-02 23:30:06.424899,online,15,Toor Dal,Pantry,Pulses,4.99
TXN_00030,CUST_0329,2025-08-02 23:30:06.424899,online,16,Olive Oil,Pantry,Oils,9.99
TXN_00031,CUST_0207,2025-10-26 22:30:06.426206,offline,15,Toor Dal,Pantry,Pulses,4.99
TXN_00031,CUST_0209,2025-10-26 22:30:06.426206,offline,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00031,CUST_0048,2025-10-26 22:30:06.426206,offline,16,Olive Oil,Pantry,Oils,9.99
TXN_00031,CUST_0079,2025-10-26 22:30:06.426206,offline,12,Pasta,Pantry,Pasta,2.99
TXN_00032,CUST_0289,2025-08-15 03:30:06.427204,offline,20,Orange Juice,Beverages,Juice,4.99
TXN_00032,CUST_0394,2025-08-15 03:30:06.427204,offline,4,Organic Avocado,Produce,Fruit,1.99
TXN_00032,CUST_0212,2025-08-15 03:30:06.427204,offline,13,Eggs,Dairy,Eggs,4.99
TXN_00032,CUST_0298,2025-08-15 03:30:06.427204,offline,16,Olive Oil,Pantry,Oils,9.99
TXN_00032,CUST_0407,2025-08-15 03:30:06.427204,offline,7,Butter,Dairy,Butter,4.49
TXN_00032,CUST_0176,2025-08-15 03:30:06.427204,offline,3,Organic Baby Spinach,Produce,Vegetables,3.99
TXN_00032,CUST_0430,2025-08-15 03:30:06.427204,offline,15,Toor Dal,Pantry,Pulses,4.99
TXN_00032,CUST_0088,2025-08-15 03:30:06.427204,offline,2,Organic Strawberries,Produce,Fruit,4.99
TXN_00033,CUST_0183,2025-12-14 16:30:06.428210,online,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00033,CUST_0083,2025-12-14 16:30:06.428210,online,16,Olive Oil,Pantry,Oils,9.99
TXN_00033,CUST_0180,2025-12-14 16:30:06.428210,online,12,Pasta,Pantry,Pasta,2.99
TXN_00033,CUST_0475,2025-12-14 16:30:06.428210,online,17,Sugar,Pantry,Baking,3.49
TXN_00034,CUST_0080,2026-01-17 23:30:06.428210,online,8,Greek Yogurt,Dairy,Yogurt,5.99
TXN_00034,CUST_0280,2026-01-17 23:30:06.428210,online,2,Organic Strawberries,Produce,Fruit,4.99
TXN_00034,CUST_0416,2026-01-17 23:30:06.428210,online,9,Cheddar Cheese,Dairy,Cheese,6.99
TXN_00034,CUST_0490,2026-01-17 23:30:06.428210,online,1,Organic Bananas,Produce,Fruit,0.69
TXN_00035,CUST_0226,2025-09-09 01:30:06.429209,offline,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00035,CUST_0076,2025-09-09 01:30:06.429209,offline,8,Greek Yogurt,Dairy,Yogurt,5.99
TXN_00035,CUST_0085,2025-09-09 01:30:06.429209,offline,16,Olive Oil,Pantry,Oils,9.99
TXN_00035,CUST_0410,2025-09-09 01:30:06.429209,offline,7,Butter,Dairy,Butter,4.49
TXN_00035,CUST_0310,2025-09-09 01:30:06.429209,offline,15,Toor Dal,Pantry,Pulses,4.99
TXN_00035,CUST_0242,2025-09-09 01:30:06.429209,offline,10,Basmati Rice,Pantry,Rice,8.99
TXN_00036,CUST_0286,2025-07-23 04:30:06.430208,online,20,Orange Juice,Beverages,Juice,4.99
TXN_00036,CUST_0289,2025-07-23 04:30:06.430208,online,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00036,CUST_0318,2025-07-23 04:30:06.430208,online,12,Pasta,Pantry,Pasta,2.99
TXN_00036,CUST_0385,2025-07-23 04:30:06.430208,online,8,Greek Yogurt,Dairy,Yogurt,5.99
TXN_00036,CUST_0122,2025-07-23 04:30:06.430208,online,16,Olive Oil,Pantry,Oils,9.99
TXN_00037,CUST_0436,2025-08-24 04:30:06.430208,online,3,Organic Baby Spinach,Produce,Vegetables,3.99
TXN_00037,CUST_0058,2025-08-24 04:30:06.430208,online,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00037,CUST_0045,2025-08-24 04:30:06.430208,online,14,Chicken Breast,Meat,Poultry,8.99
TXN_00037,CUST_0300,2025-08-24 04:30:06.430208,online,7,Butter,Dairy,Butter,4.49
TXN_00038,CUST_0416,2025-12-15 04:30:06.431209,online,9,Cheddar Cheese,Dairy,Cheese,6.99
TXN_00038,CUST_0430,2025-12-15 04:30:06.431209,online,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00038,CUST_0350,2025-12-15 04:30:06.431209,online,12,Pasta,Pantry,Pasta,2.99
TXN_00038,CUST_0169,2025-12-15 04:30:06.431209,online,13,Eggs,Dairy,Eggs,4.99
TXN_00038,CUST_0376,2025-12-15 04:30:06.431209,online,16,Olive Oil,Pantry,Oils,9.99
TXN_00038,CUST_0271,2025-12-15 04:30:06.431209,online,15,Toor Dal,Pantry,Pulses,4.99
TXN_00038,CUST_0434,2025-12-15 04:30:06.431209,online,19,Black Pepper,Pantry,Spices,4.99
TXN_00039,CUST_0296,2025-12-27 02:30:06.432314,offline,11,Whole Wheat Bread,Bakery,Bread,3.49
TXN_00039,CUST_0375,2025-12-27 02:30:06.432314,offline,9,Cheddar Cheese,Dairy,Cheese,6.99
TXN_00039,CUST_0173,2025-12-27 02:30:06.432314,offline,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00039,CUST_0472,2025-12-27 02:30:06.432314,offline,12,Pasta,Pantry,Pasta,2.99
TXN_00039,CUST_0425,2025-12-27 02:30:06.432314,offline,16,Olive Oil,Pantry,Oils,9.99
TXN_00039,CUST_0320,2025-12-27 02:30:06.432314,offline,18,Salt,Pantry,Spices,1.99
TXN_00040,CUST_0461,2025-12-14 21:30:06.432314,online,6,Whole Milk,Dairy,Milk,3.99
TXN_00040,CUST_0142,2025-12-14 21:30:06.432314,online,11,Whole Wheat Bread,Bakery,Bread,3.49
TXN_00040,CUST_0242,2025-12-14 21:30:06.432314,online,16,Olive Oil,Pantry,Oils,9.99
TXN_00040,CUST_0098,2025-12-14 21:30:06.432314,online,15,Toor Dal,Pantry,Pulses,4.99
TXN_00040,CUST_0415,2025-12-14 21:30:06.432314,online,10,Basmati Rice,Pantry,Rice,8.99
TXN_00041,CUST_0017,2026-01-12 17:30:06.433306,offline,21,Coffee,Beverages,Coffee,12.99
TXN_00041,CUST_0265,2026-01-12 17:30:06.433306,offline,6,Whole Milk,Dairy,Milk,3.99
TXN_00041,CUST_0185,2026-01-12 17:30:06.433306,offline,16,Olive Oil,Pantry,Oils,9.99
TXN_00041,CUST_0419,2026-01-12 17:30:06.433306,offline,7,Butter,Dairy,Butter,4.49
TXN_00041,CUST_0262,2026-01-12 17:30:06.433306,offline,17,Sugar,Pantry,Baking,3.49
TXN_00042,CUST_0496,2025-09-29 02:30:06.434308,offline,8,Greek Yogurt,Dairy,Yogurt,5.99
TXN_00042,CUST_0401,2025-09-29 02:30:06.434308,offline,4,Organic Avocado,Produce,Fruit,1.99
TXN_00042,CUST_0215,2025-09-29 02:30:06.434308,offline,1,Organic Bananas,Produce,Fruit,0.69
TXN_00042,CUST_0231,2025-09-29 02:30:06.434308,offline,10,Basmati Rice,Pantry,Rice,8.99
TXN_00042,CUST_0344,2025-09-29 02:30:06.434308,offline,2,Organic Strawberries,Produce,Fruit,4.99
TXN_00043,CUST_0305,2025-07-21 20:30:06.435318,online,6,Whole Milk,Dairy,Milk,3.99
TXN_00043,CUST_0090,2025-07-21 20:30:06.435318,online,20,Orange Juice,Beverages,Juice,4.99
TXN_00043,CUST_0263,2025-07-21 20:30:06.435318,online,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00043,CUST_0029,2025-07-21 20:30:06.435318,online,12,Pasta,Pantry,Pasta,2.99
TXN_00043,CUST_0410,2025-07-21 20:30:06.435318,online,3,Organic Baby Spinach,Produce,Vegetables,3.99
TXN_00043,CUST_0176,2025-07-21 20:30:06.435318,online,15,Toor Dal,Pantry,Pulses,4.99
TXN_00043,CUST_0068,2025-07-21 20:30:06.435318,online,1,Organic Bananas,Produce,Fruit,0.69
TXN_00043,CUST_0056,2025-07-21 20:30:06.435318,online,18,Salt,Pantry,Spices,1.99
TXN_00044,CUST_0090,2025-10-18 03:30:06.435880,offline,6,Whole Milk,Dairy,Milk,3.99
TXN_00044,CUST_0289,2025-10-18 03:30:06.435880,offline,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00044,CUST_0302,2025-10-18 03:30:06.435880,offline,9,Cheddar Cheese,Dairy,Cheese,6.99
TXN_00044,CUST_0417,2025-10-18 03:30:06.435880,offline,12,Pasta,Pantry,Pasta,2.99
TXN_00044,CUST_0232,2025-10-18 03:30:06.435880,offline,19,Black Pepper,Pantry,Spices,4.99
TXN_00044,CUST_0400,2025-10-18 03:30:06.435880,offline,8,Greek Yogurt,Dairy,Yogurt,5.99
TXN_00044,CUST_0020,2025-10-18 03:30:06.435880,offline,13,Eggs,Dairy,Eggs,4.99
TXN_00044,CUST_0449,2025-10-18 03:30:06.435880,offline,3,Organic Baby Spinach,Produce,Vegetables,3.99
TXN_00044,CUST_0087,2025-10-18 03:30:06.435880,offline,1,Organic Bananas,Produce,Fruit,0.69
TXN_00044,CUST_0088,2025-10-18 03:30:06.435880,offline,10,Basmati Rice,Pantry,Rice,8.99
TXN_00044,CUST_0129,2025-10-18 03:30:06.435880,offline,14,Chicken Breast,Meat,Poultry,8.99
TXN_00044,CUST_0447,2025-10-18 03:30:06.435880,offline,17,Sugar,Pantry,Baking,3.49
TXN_00045,CUST_0139,2025-11-27 20:30:06.437985,online,8,Greek Yogurt,Dairy,Yogurt,5.99
TXN_00045,CUST_0396,2025-11-27 20:30:06.437985,online,18,Salt,Pantry,Spices,1.99
TXN_00045,CUST_0196,2025-11-27 20:30:06.437985,online,1,Organic Bananas,Produce,Fruit,0.69
TXN_00045,CUST_0096,2025-11-27 20:30:06.437985,online,2,Organic Strawberries,Produce,Fruit,4.99
TXN_00045,CUST_0331,2025-11-27 20:30:06.437985,online,17,Sugar,Pantry,Baking,3.49
TXN_00046,CUST_0290,2025-11-12 18:30:06.437985,online,21,Coffee,Beverages,Coffee,12.99
TXN_00046,CUST_0294,2025-11-12 18:30:06.437985,online,6,Whole Milk,Dairy,Milk,3.99
TXN_00046,CUST_0300,2025-11-12 18:30:06.437985,online,17,Sugar,Pantry,Baking,3.49
TXN_00046,CUST_0438,2025-11-12 18:30:06.437985,online,3,Organic Baby Spinach,Produce,Vegetables,3.99
TXN_00047,CUST_0242,2025-08-05 23:30:06.438994,online,6,Whole Milk,Dairy,Milk,3.99
TXN_00047,CUST_0432,2025-08-05 23:30:06.438994,online,11,Whole Wheat Bread,Bakery,Bread,3.49
TXN_00047,CUST_0474,2025-08-05 23:30:06.438994,online,9,Cheddar Cheese,Dairy,Cheese,6.99
TXN_00047,CUST_0267,2025-08-05 23:30:06.438994,online,4,Organic Avocado,Produce,Fruit,1.99
TXN_00047,CUST_0230,2025-08-05 23:30:06.438994,online,13,Eggs,Dairy,Eggs,4.99
TXN_00047,CUST_0214,2025-08-05 23:30:06.438994,online,16,Olive Oil,Pantry,Oils,9.99
TXN_00048,CUST_0062,2025-12-07 23:30:06.438994,offline,6,Whole Milk,Dairy,Milk,3.99
TXN_00048,CUST_0453,2025-12-07 23:30:06.438994,offline,11,Whole Wheat Bread,Bakery,Bread,3.49
TXN_00048,CUST_0278,2025-12-07 23:30:06.438994,offline,9,Cheddar Cheese,Dairy,Cheese,6.99
TXN_00048,CUST_0107,2025-12-07 23:30:06.438994,offline,5,Organic Tomatoes,Produce,Vegetables,2.49
TXN_00048,CUST_0299,2025-12-07 23:30:06.438994,offline,12,Pasta,Pantry,Pasta,2.99
TXN_00048,CUST_0428,2025-12-07 23:30:06.438994,offline,16,Olive Oil,Pantry,Oils,9.99
TXN_00049,CUST_0104,2025-08-29 05:30:06.440989,online,6,Whole Milk,Dairy,Milk,3.99
TXN_00049,CUST_0352,2025-08-29 05:30:06.440989,online,11,Whole Wheat Bread,Bakery,Bread,3.49
TXN_00049,CUST_0126,2025-08-29 05:30:06.440989,online,9,Cheddar Cheese,Dairy,Cheese,6.99
TXN_00049,CUST_0100,2025-08-29 05:30:06.440989,online,4,Organic Avocado,Produce,Fruit,1.99
